system,sessions,trial,outcome,p_val
Null,50,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,50,6,0.6190476190476191,8.073767420438102e-06
BM25,50,6,0.5365853658536586,1.4086855631251127e-06
Baseline,50,6,0.5121951219512195,8.8348256023392e-07
Tf,50,6,0.4146341463414634,1.342021485676956e-07
Dl,50,6,0.25,5.676644230612976e-09
Null,50,6,0.06060606060606061,3.523249359502973e-10
XSqrA_M,50,7,0.6190476190476191,8.073767420438102e-06
BM25,50,7,0.5365853658536586,1.4086855631251127e-06
Baseline,50,7,0.5609756097560976,2.2412021885176647e-06
Tf,50,7,0.375,6.072179715171592e-08
Dl,50,7,0.225,3.521543598730579e-09
Null,50,7,0.058823529411764705,3.175900697340418e-10
XSqrA_M,50,8,0.627906976744186,1.1432170551736569e-05
BM25,50,8,0.5365853658536586,1.4086855631251127e-06
Baseline,50,8,0.3902439024390244,8.345700333429495e-08
Tf,50,8,0.4634146341463415,3.4549367520738685e-07
Dl,50,8,0.15,8.359365900938847e-10
Null,50,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,50,9,0.5952380952380952,5.0643153486748686e-06
BM25,50,9,0.5121951219512195,8.8348256023392e-07
Baseline,50,9,0.425,1.551724365260154e-07
Tf,50,9,0.375,6.072179715171592e-08
Dl,50,9,0.23076923076923078,4.1786416716631105e-09
Null,50,9,0.06060606060606061,3.523249359502973e-10
XSqrA_M,50,10,0.627906976744186,1.1432170551736569e-05
BM25,50,10,0.5238095238095238,1.2333477307067912e-06
Baseline,50,10,0.8095238095238095,0.0002954297738416713
Tf,50,10,0.40476190476190477,1.132731508896442e-07
Dl,50,10,0.19047619047619047,1.4400407563008076e-09
Null,50,10,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,51,1,0.6046511627906976,7.1178865539227356e-06
BM25,51,1,0.5365853658536586,1.4086855631251127e-06
Baseline,51,1,0.5121951219512195,8.8348256023392e-07
Tf,51,1,0.3902439024390244,8.345700333429495e-08
Dl,51,1,0.175,1.351292032809416e-09
Null,51,1,0.09090909090909091,5.526451588931249e-10
XSqrA_M,51,2,0.5681818181818182,3.7425077188266804e-06
BM25,51,2,0.47619047619047616,4.7661788511851224e-07
Baseline,51,2,0.5714285714285714,3.169123168918922e-06
Tf,51,2,0.3333333333333333,2.664243468527271e-08
Dl,51,2,0.12195121951219512,4.1850083585941083e-10
Null,51,2,0.05714285714285714,2.819825034629631e-10
XSqrA_M,51,3,0.5952380952380952,5.0643153486748686e-06
BM25,51,3,0.475,3.9380138964819085e-07
Baseline,51,3,0.525,9.912976281904871e-07
Tf,51,3,0.28205128205128205,1.0729392938584883e-08
Dl,51,3,0.2564102564102564,6.70002765408486e-09
Null,51,3,0.06060606060606061,3.523249359502973e-10
XSqrA_M,51,4,0.5681818181818182,3.7425077188266804e-06
BM25,51,4,0.5,7.673195200617477e-07
Baseline,51,4,0.4634146341463415,3.4549367520738685e-07
Tf,51,4,0.35714285714285715,4.320463057827488e-08
Dl,51,4,0.2,2.1824468624358617e-09
Null,51,4,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,51,5,0.5681818181818182,3.7425077188266804e-06
BM25,51,5,0.47619047619047616,4.7661788511851224e-07
Baseline,51,5,0.5,7.673195200617477e-07
Tf,51,5,0.35714285714285715,4.320463057827488e-08
Dl,51,5,0.17073170731707318,1.1044620578073076e-09
Null,51,5,0.05714285714285714,2.819825034629631e-10
XSqrA_M,51,6,0.627906976744186,1.1432170551736569e-05
BM25,51,6,0.5,7.673195200617477e-07
Baseline,51,6,0.47619047619047616,4.7661788511851224e-07
Tf,51,6,0.4146341463414634,1.342021485676956e-07
Dl,51,6,0.1951219512195122,1.7923248521993405e-09
Null,51,6,0.0,1.1183944549158517e-10
XSqrA_M,51,7,0.5581395348837209,2.743034533895946e-06
BM25,51,7,0.4878048780487805,5.529879918098313e-07
Baseline,51,7,0.5853658536585366,3.557164763074842e-06
Tf,51,7,0.2926829268292683,1.2328824811760408e-08
Dl,51,7,0.1951219512195122,1.7923248521993405e-09
Null,51,7,0.058823529411764705,3.175900697340418e-10
XSqrA_M,51,8,0.5681818181818182,3.7425077188266804e-06
BM25,51,8,0.47619047619047616,4.7661788511851224e-07
Baseline,51,8,0.36585365853658536,5.1831213598398384e-08
Tf,51,8,0.35714285714285715,4.320463057827488e-08
Dl,51,8,0.15,8.359365900938847e-10
Null,51,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,51,9,0.5909090909090909,6.076830232977395e-06
BM25,51,9,0.47619047619047616,4.7661788511851224e-07
Baseline,51,9,0.36585365853658536,5.1831213598398384e-08
Tf,51,9,0.38095238095238093,6.99937338968946e-08
Dl,51,9,0.3,1.470286218855212e-08
Null,51,9,0.0,1.1183944549158517e-10
XSqrA_M,51,10,0.5681818181818182,3.7425077188266804e-06
BM25,51,10,0.4634146341463415,3.4549367520738685e-07
Baseline,51,10,0.47619047619047616,4.7661788511851224e-07
Tf,51,10,0.2926829268292683,1.2328824811760408e-08
Dl,51,10,0.12195121951219512,4.1850083585941083e-10
Null,51,10,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,52,1,0.5909090909090909,6.076830232977395e-06
BM25,52,1,0.5238095238095238,1.2333477307067912e-06
Baseline,52,1,0.43902439024390244,2.154942114285424e-07
Tf,52,1,0.36585365853658536,5.1831213598398384e-08
Dl,52,1,0.325,2.362051554549779e-08
Null,52,1,0.05714285714285714,2.819825034629631e-10
XSqrA_M,52,2,0.627906976744186,1.1432170551736569e-05
BM25,52,2,0.5121951219512195,8.8348256023392e-07
Baseline,52,2,0.5365853658536586,1.4086855631251127e-06
Tf,52,2,0.3902439024390244,8.345700333429495e-08
Dl,52,2,0.125,5.166992602893738e-10
Null,52,2,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,52,3,0.6046511627906976,7.1178865539227356e-06
BM25,52,3,0.4878048780487805,5.529879918098313e-07
Baseline,52,3,0.5,7.673195200617477e-07
Tf,52,3,0.35714285714285715,4.320463057827488e-08
Dl,52,3,0.24390243902439024,4.708980436673801e-09
Null,52,3,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,52,4,0.5952380952380952,5.0643153486748686e-06
BM25,52,4,0.525,9.912976281904871e-07
Baseline,52,4,0.75,5.397437257382735e-05
Tf,52,4,0.375,6.072179715171592e-08
Dl,52,4,0.28205128205128205,1.0729392938584883e-08
Null,52,4,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,52,5,0.5476190476190477,1.9789360052599056e-06
BM25,52,5,0.525,9.912976281904871e-07
Baseline,52,5,0.45,2.474297799499977e-07
Tf,52,5,0.38461538461538464,6.956065021654159e-08
Dl,52,5,0.2564102564102564,6.70002765408486e-09
Null,52,5,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,52,6,0.5348837209302325,1.6984666430537982e-06
BM25,52,6,0.5121951219512195,8.8348256023392e-07
Baseline,52,6,0.3902439024390244,8.345700333429495e-08
Tf,52,6,0.34146341463414637,3.215040713607078e-08
Dl,52,6,0.1951219512195122,1.7923248521993405e-09
Null,52,6,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,52,7,0.627906976744186,1.1432170551736569e-05
BM25,52,7,0.5365853658536586,1.4086855631251127e-06
Baseline,52,7,0.4634146341463415,3.4549367520738685e-07
Tf,52,7,0.4,9.71464657592879e-08
Dl,52,7,0.24390243902439024,4.708980436673801e-09
Null,52,7,0.0,1.2718350764632539e-10
XSqrA_M,52,8,0.5348837209302325,1.6984666430537982e-06
BM25,52,8,0.4634146341463415,3.4549367520738685e-07
Baseline,52,8,0.3902439024390244,8.345700333429495e-08
Tf,52,8,0.34146341463414637,3.215040713607078e-08
Dl,52,8,0.2,2.1824468624358617e-09
Null,52,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,52,9,0.5813953488372093,4.422710914565096e-06
BM25,52,9,0.4878048780487805,5.529879918098313e-07
Baseline,52,9,0.2926829268292683,1.2328824811760408e-08
Tf,52,9,0.36585365853658536,5.1831213598398384e-08
Dl,52,9,0.17073170731707318,1.1044620578073076e-09
Null,52,9,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,52,10,0.6136363636363636,9.852420397722191e-06
BM25,52,10,0.5238095238095238,1.2333477307067912e-06
Baseline,52,10,0.6666666666666666,2.0352649770204853e-05
Tf,52,10,0.4146341463414634,1.342021485676956e-07
Dl,52,10,0.14634146341463414,6.80097621703464e-10
Null,52,10,0.0,1.2718350764632539e-10
XSqrA_M,53,1,0.6136363636363636,9.852420397722191e-06
BM25,53,1,0.5,7.673195200617477e-07
Baseline,53,1,0.5,7.673195200617477e-07
Tf,53,1,0.34146341463414637,3.215040713607078e-08
Dl,53,1,0.21951219512195122,2.906358969444204e-09
Null,53,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,53,2,0.5581395348837209,2.743034533895946e-06
BM25,53,2,0.5365853658536586,1.4086855631251127e-06
Baseline,53,2,0.5121951219512195,8.8348256023392e-07
Tf,53,2,0.34146341463414637,3.215040713607078e-08
Dl,53,2,0.225,3.521543598730579e-09
Null,53,2,0.058823529411764705,3.175900697340418e-10
XSqrA_M,53,3,0.6136363636363636,9.852420397722191e-06
BM25,53,3,0.5238095238095238,1.2333477307067912e-06
Baseline,53,3,0.5238095238095238,1.2333477307067912e-06
Tf,53,3,0.3333333333333333,2.664243468527271e-08
Dl,53,3,0.1951219512195122,1.7923248521993405e-09
Null,53,3,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,53,4,0.6585365853658537,1.3980455265091693e-05
BM25,53,4,0.55,1.5672479061516015e-06
Baseline,53,4,0.5128205128205128,6.906563164693726e-07
Tf,53,4,0.41025641025641024,1.1054246838102009e-07
Dl,53,4,0.2631578947368421,7.750852070368751e-09
Null,53,4,0.0,1.5738983364691452e-10
XSqrA_M,53,5,0.5909090909090909,6.076830232977395e-06
BM25,53,5,0.5,7.673195200617477e-07
Baseline,53,5,0.5476190476190477,1.9789360052599056e-06
Tf,53,5,0.42857142857142855,1.8310345973738212e-07
Dl,53,5,0.14634146341463414,6.80097621703464e-10
Null,53,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,53,6,0.5581395348837209,2.743034533895946e-06
BM25,53,6,0.5365853658536586,1.4086855631251127e-06
Baseline,53,6,0.5609756097560976,2.2412021885176647e-06
Tf,53,6,0.3902439024390244,8.345700333429495e-08
Dl,53,6,0.2,2.1824468624358617e-09
Null,53,6,0.0,1.4250381342879675e-10
XSqrA_M,53,7,0.5609756097560976,2.2412021885176647e-06
BM25,53,7,0.5365853658536586,1.4086855631251127e-06
Baseline,53,7,0.575,2.4712666177969423e-06
Tf,53,7,0.325,2.362051554549779e-08
Dl,53,7,0.1794871794871795,1.6197673336979467e-09
Null,53,7,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,53,8,0.5813953488372093,4.422710914565096e-06
BM25,53,8,0.4878048780487805,5.529879918098313e-07
Baseline,53,8,0.5609756097560976,2.2412021885176647e-06
Tf,53,8,0.34146341463414637,3.215040713607078e-08
Dl,53,8,0.15,8.359365900938847e-10
Null,53,8,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,53,9,0.5909090909090909,6.076830232977395e-06
BM25,53,9,0.4523809523809524,2.9561498122002533e-07
Baseline,53,9,0.5,7.673195200617477e-07
Tf,53,9,0.3333333333333333,2.664243468527271e-08
Dl,53,9,0.21951219512195122,2.906358969444204e-09
Null,53,9,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,53,10,0.5813953488372093,4.422710914565096e-06
BM25,53,10,0.5121951219512195,8.8348256023392e-07
Baseline,53,10,0.5365853658536586,1.4086855631251127e-06
Tf,53,10,0.3902439024390244,8.345700333429495e-08
Dl,53,10,0.175,1.351292032809416e-09
Null,53,10,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,54,1,0.6046511627906976,7.1178865539227356e-06
BM25,54,1,0.5476190476190477,1.9789360052599056e-06
Baseline,54,1,0.5238095238095238,1.2333477307067912e-06
Tf,54,1,0.35714285714285715,4.320463057827488e-08
Dl,54,1,0.12195121951219512,4.1850083585941083e-10
Null,54,1,0.05714285714285714,2.819825034629631e-10
XSqrA_M,54,2,0.5581395348837209,2.743034533895946e-06
BM25,54,2,0.5,7.673195200617477e-07
Baseline,54,2,0.4878048780487805,5.529879918098313e-07
Tf,54,2,0.2926829268292683,1.2328824811760408e-08
Dl,54,2,0.275,9.140953152503078e-09
Null,54,2,0.058823529411764705,3.175900697340418e-10
XSqrA_M,54,3,0.5813953488372093,4.422710914565096e-06
BM25,54,3,0.47619047619047616,4.7661788511851224e-07
Baseline,54,3,0.375,6.072179715171592e-08
Tf,54,3,0.35,3.78980733776747e-08
Dl,54,3,0.23076923076923078,4.1786416716631105e-09
Null,54,3,0.0,1.2718350764632539e-10
XSqrA_M,54,4,0.5813953488372093,4.422710914565096e-06
BM25,54,4,0.4878048780487805,5.529879918098313e-07
Baseline,54,4,0.43902439024390244,2.154942114285424e-07
Tf,54,4,0.3902439024390244,8.345700333429495e-08
Dl,54,4,0.2,2.1824468624358617e-09
Null,54,4,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,54,5,0.6585365853658537,1.3980455265091693e-05
BM25,54,5,0.575,2.4712666177969423e-06
Baseline,54,5,0.39473684210526316,7.800581131348412e-08
Tf,54,5,0.41025641025641024,1.1054246838102009e-07
Dl,54,5,0.15789473684210525,1.1896209655473046e-09
Null,54,5,0.0,1.5738983364691452e-10
XSqrA_M,54,6,0.5238095238095238,1.2333477307067912e-06
BM25,54,6,0.4634146341463415,3.4549367520738685e-07
Baseline,54,6,0.5609756097560976,2.2412021885176647e-06
Tf,54,6,0.34146341463414637,3.215040713607078e-08
Dl,54,6,0.2,2.1824468624358617e-09
Null,54,6,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,54,7,0.6363636363636364,1.594711030217795e-05
BM25,54,7,0.5476190476190477,1.9789360052599056e-06
Baseline,54,7,0.5238095238095238,1.2333477307067912e-06
Tf,54,7,0.38095238095238093,6.99937338968946e-08
Dl,54,7,0.14285714285714285,5.415656857169009e-10
Null,54,7,0.05714285714285714,2.819825034629631e-10
XSqrA_M,54,8,0.6744186046511628,2.9281270357264303e-05
BM25,54,8,0.5476190476190477,1.9789360052599056e-06
Baseline,54,8,0.5609756097560976,2.2412021885176647e-06
Tf,54,8,0.4634146341463415,3.4549367520738685e-07
Dl,54,8,0.17073170731707318,1.1044620578073076e-09
Null,54,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,54,9,0.5813953488372093,4.422710914565096e-06
BM25,54,9,0.4878048780487805,5.529879918098313e-07
Baseline,54,9,0.575,2.4712666177969423e-06
Tf,54,9,0.35,3.78980733776747e-08
Dl,54,9,0.23076923076923078,4.1786416716631105e-09
Null,54,9,0.0,1.2718350764632539e-10
XSqrA_M,54,10,0.5909090909090909,6.076830232977395e-06
BM25,54,10,0.4523809523809524,2.9561498122002533e-07
Baseline,54,10,0.47619047619047616,4.7661788511851224e-07
Tf,54,10,0.35714285714285715,4.320463057827488e-08
Dl,54,10,0.21951219512195122,2.906358969444204e-09
Null,54,10,0.05714285714285714,2.819825034629631e-10
XSqrA_M,55,1,0.6046511627906976,7.1178865539227356e-06
BM25,55,1,0.4878048780487805,5.529879918098313e-07
Baseline,55,1,0.5121951219512195,8.8348256023392e-07
Tf,55,1,0.325,2.362051554549779e-08
Dl,55,1,0.125,5.166992602893738e-10
Null,55,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,55,2,0.5581395348837209,2.743034533895946e-06
BM25,55,2,0.5121951219512195,8.8348256023392e-07
Baseline,55,2,0.43902439024390244,2.154942114285424e-07
Tf,55,2,0.375,6.072179715171592e-08
Dl,55,2,0.3170731707317073,1.9919816261963716e-08
Null,55,2,0.058823529411764705,3.175900697340418e-10
XSqrA_M,55,3,0.5813953488372093,4.422710914565096e-06
BM25,55,3,0.4878048780487805,5.529879918098313e-07
Baseline,55,3,0.4146341463414634,1.342021485676956e-07
Tf,55,3,0.36585365853658536,5.1831213598398384e-08
Dl,55,3,0.225,3.521543598730579e-09
Null,55,3,0.0,1.2718350764632539e-10
XSqrA_M,55,4,0.6190476190476191,8.073767420438102e-06
BM25,55,4,0.55,1.5672479061516015e-06
Baseline,55,4,0.5,6.254906378427351e-07
Tf,55,4,0.375,6.072179715171592e-08
Dl,55,4,0.23076923076923078,4.1786416716631105e-09
Null,55,4,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,55,5,0.5813953488372093,4.422710914565096e-06
BM25,55,5,0.5121951219512195,8.8348256023392e-07
Baseline,55,5,0.3170731707317073,1.9919816261963716e-08
Tf,55,5,0.3902439024390244,8.345700333429495e-08
Dl,55,5,0.275,9.140953152503078e-09
Null,55,5,0.06060606060606061,3.523249359502973e-10
XSqrA_M,55,6,0.5813953488372093,4.422710914565096e-06
BM25,55,6,0.4634146341463415,3.4549367520738685e-07
Baseline,55,6,0.4878048780487805,5.529879918098313e-07
Tf,55,6,0.35,3.78980733776747e-08
Dl,55,6,0.15,8.359365900938847e-10
Null,55,6,0.058823529411764705,3.175900697340418e-10
XSqrA_M,55,7,0.5813953488372093,4.422710914565096e-06
BM25,55,7,0.4878048780487805,5.529879918098313e-07
Baseline,55,7,0.4634146341463415,3.4549367520738685e-07
Tf,55,7,0.36585365853658536,5.1831213598398384e-08
Dl,55,7,0.175,1.351292032809416e-09
Null,55,7,0.0,1.2718350764632539e-10
XSqrA_M,55,8,0.5952380952380952,5.0643153486748686e-06
BM25,55,8,0.5,6.254906378427351e-07
Baseline,55,8,0.45,2.474297799499977e-07
Tf,55,8,0.38461538461538464,6.956065021654159e-08
Dl,55,8,0.10256410256410256,3.879254223750997e-10
Null,55,8,0.06060606060606061,3.523249359502973e-10
XSqrA_M,55,9,0.5681818181818182,3.7425077188266804e-06
BM25,55,9,0.4523809523809524,2.9561498122002533e-07
Baseline,55,9,0.42857142857142855,1.8310345973738212e-07
Tf,55,9,0.30952380952380953,1.641422244527307e-08
Dl,55,9,0.21951219512195122,2.906358969444204e-09
Null,55,9,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,55,10,0.6046511627906976,7.1178865539227356e-06
BM25,55,10,0.5121951219512195,8.8348256023392e-07
Baseline,55,10,0.4,9.71464657592879e-08
Tf,55,10,0.3902439024390244,8.345700333429495e-08
Dl,55,10,0.2,2.1824468624358617e-09
Null,55,10,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,56,1,0.5813953488372093,4.422710914565096e-06
BM25,56,1,0.4878048780487805,5.529879918098313e-07
Baseline,56,1,0.5853658536585366,3.557164763074842e-06
Tf,56,1,0.36585365853658536,5.1831213598398384e-08
Dl,56,1,0.25,5.676644230612976e-09
Null,56,1,0.058823529411764705,3.175900697340418e-10
XSqrA_M,56,2,0.6428571428571429,1.2837744618433384e-05
BM25,56,2,0.55,1.5672479061516015e-06
Baseline,56,2,0.55,1.5672479061516015e-06
Tf,56,2,0.4358974358974359,1.7533641151668463e-07
Dl,56,2,0.3,1.470286218855212e-08
Null,56,2,0.06060606060606061,3.523249359502973e-10
XSqrA_M,56,3,0.5714285714285714,3.169123168918922e-06
BM25,56,3,0.5121951219512195,8.8348256023392e-07
Baseline,56,3,0.425,1.551724365260154e-07
Tf,56,3,0.35,3.78980733776747e-08
Dl,56,3,0.20512820512820512,2.6030573360602674e-09
Null,56,3,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,56,4,0.5909090909090909,6.076830232977395e-06
BM25,56,4,0.5,7.673195200617477e-07
Baseline,56,4,0.47619047619047616,4.7661788511851224e-07
Tf,56,4,0.36585365853658536,5.1831213598398384e-08
Dl,56,4,0.14285714285714285,5.415656857169009e-10
Null,56,4,0.05714285714285714,2.819825034629631e-10
XSqrA_M,56,5,0.6190476190476191,8.073767420438102e-06
BM25,56,5,0.5476190476190477,1.9789360052599056e-06
Baseline,56,5,0.43902439024390244,2.154942114285424e-07
Tf,56,5,0.3902439024390244,8.345700333429495e-08
Dl,56,5,0.125,5.166992602893738e-10
Null,56,5,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,56,6,0.5581395348837209,2.743034533895946e-06
BM25,56,6,0.4878048780487805,5.529879918098313e-07
Baseline,56,6,0.5609756097560976,2.2412021885176647e-06
Tf,56,6,0.36585365853658536,5.1831213598398384e-08
Dl,56,6,0.125,5.166992602893738e-10
Null,56,6,0.0,1.2718350764632539e-10
XSqrA_M,56,7,0.5681818181818182,3.7425077188266804e-06
BM25,56,7,0.5,7.673195200617477e-07
Baseline,56,7,0.5,7.673195200617477e-07
Tf,56,7,0.38095238095238093,6.99937338968946e-08
Dl,56,7,0.24390243902439024,4.708980436673801e-09
Null,56,7,0.0,1.1183944549158517e-10
XSqrA_M,56,8,0.6136363636363636,9.852420397722191e-06
BM25,56,8,0.5476190476190477,1.9789360052599056e-06
Baseline,56,8,0.5238095238095238,1.2333477307067912e-06
Tf,56,8,0.42857142857142855,1.8310345973738212e-07
Dl,56,8,0.17073170731707318,1.1044620578073076e-09
Null,56,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,56,9,0.5813953488372093,4.422710914565096e-06
BM25,56,9,0.4878048780487805,5.529879918098313e-07
Baseline,56,9,0.4634146341463415,3.4549367520738685e-07
Tf,56,9,0.36585365853658536,5.1831213598398384e-08
Dl,56,9,0.15,8.359365900938847e-10
Null,56,9,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,56,10,0.6046511627906976,7.1178865539227356e-06
BM25,56,10,0.5121951219512195,8.8348256023392e-07
Baseline,56,10,0.5121951219512195,8.8348256023392e-07
Tf,56,10,0.34146341463414637,3.215040713607078e-08
Dl,56,10,0.3,1.470286218855212e-08
Null,56,10,0.058823529411764705,3.175900697340418e-10
XSqrA_M,57,1,0.5714285714285714,3.169123168918922e-06
BM25,57,1,0.4634146341463415,3.4549367520738685e-07
Baseline,57,1,0.5121951219512195,8.8348256023392e-07
Tf,57,1,0.3170731707317073,1.9919816261963716e-08
Dl,57,1,0.2,2.1824468624358617e-09
Null,57,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,57,2,0.6046511627906976,7.1178865539227356e-06
BM25,57,2,0.5121951219512195,8.8348256023392e-07
Baseline,57,2,0.5853658536585366,3.557164763074842e-06
Tf,57,2,0.4146341463414634,1.342021485676956e-07
Dl,57,2,0.1,3.191265006925598e-10
Null,57,2,0.0,1.2718350764632539e-10
XSqrA_M,57,3,0.6046511627906976,7.1178865539227356e-06
BM25,57,3,0.5121951219512195,8.8348256023392e-07
Baseline,57,3,0.5609756097560976,2.2412021885176647e-06
Tf,57,3,0.3902439024390244,8.345700333429495e-08
Dl,57,3,0.225,3.521543598730579e-09
Null,57,3,0.0,1.2718350764632539e-10
XSqrA_M,57,4,0.6136363636363636,9.852420397722191e-06
BM25,57,4,0.5238095238095238,1.2333477307067912e-06
Baseline,57,4,0.4878048780487805,5.529879918098313e-07
Tf,57,4,0.40476190476190477,1.132731508896442e-07
Dl,57,4,0.1951219512195122,1.7923248521993405e-09
Null,57,4,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,57,5,0.5581395348837209,2.743034533895946e-06
BM25,57,5,0.5121951219512195,8.8348256023392e-07
Baseline,57,5,0.5365853658536586,1.4086855631251127e-06
Tf,57,5,0.34146341463414637,3.215040713607078e-08
Dl,57,5,0.2,2.1824468624358617e-09
Null,57,5,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,57,6,0.5681818181818182,3.7425077188266804e-06
BM25,57,6,0.5,7.673195200617477e-07
Baseline,57,6,0.6190476190476191,8.073767420438102e-06
Tf,57,6,0.35714285714285715,4.320463057827488e-08
Dl,57,6,0.24390243902439024,4.708980436673801e-09
Null,57,6,0.05714285714285714,2.819825034629631e-10
XSqrA_M,57,7,0.5714285714285714,3.169123168918922e-06
BM25,57,7,0.5121951219512195,8.8348256023392e-07
Baseline,57,7,0.4146341463414634,1.342021485676956e-07
Tf,57,7,0.34146341463414637,3.215040713607078e-08
Dl,57,7,0.25,5.676644230612976e-09
Null,57,7,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,57,8,0.5581395348837209,2.743034533895946e-06
BM25,57,8,0.4634146341463415,3.4549367520738685e-07
Baseline,57,8,0.4146341463414634,1.342021485676956e-07
Tf,57,8,0.34146341463414637,3.215040713607078e-08
Dl,57,8,0.1951219512195122,1.7923248521993405e-09
Null,57,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,57,9,0.5681818181818182,3.7425077188266804e-06
BM25,57,9,0.5,7.673195200617477e-07
Baseline,57,9,0.4634146341463415,3.4549367520738685e-07
Tf,57,9,0.30952380952380953,1.641422244527307e-08
Dl,57,9,0.225,3.521543598730579e-09
Null,57,9,0.0,1.1183944549158517e-10
XSqrA_M,57,10,0.5813953488372093,4.422710914565096e-06
BM25,57,10,0.5121951219512195,8.8348256023392e-07
Baseline,57,10,0.43902439024390244,2.154942114285424e-07
Tf,57,10,0.36585365853658536,5.1831213598398384e-08
Dl,57,10,0.2,2.1824468624358617e-09
Null,57,10,0.0,1.2718350764632539e-10
XSqrA_M,58,1,0.5681818181818182,3.7425077188266804e-06
BM25,58,1,0.47619047619047616,4.7661788511851224e-07
Baseline,58,1,0.4878048780487805,5.529879918098313e-07
Tf,58,1,0.30952380952380953,1.641422244527307e-08
Dl,58,1,0.175,1.351292032809416e-09
Null,58,1,0.0,1.1183944549158517e-10
XSqrA_M,58,2,0.6046511627906976,7.1178865539227356e-06
BM25,58,2,0.5121951219512195,8.8348256023392e-07
Baseline,58,2,0.4634146341463415,3.4549367520738685e-07
Tf,58,2,0.34146341463414637,3.215040713607078e-08
Dl,58,2,0.225,3.521543598730579e-09
Null,58,2,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,58,3,0.5909090909090909,6.076830232977395e-06
BM25,58,3,0.5,7.673195200617477e-07
Baseline,58,3,0.5714285714285714,3.169123168918922e-06
Tf,58,3,0.35714285714285715,4.320463057827488e-08
Dl,58,3,0.14634146341463414,6.80097621703464e-10
Null,58,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,58,4,0.5813953488372093,4.422710914565096e-06
BM25,58,4,0.5121951219512195,8.8348256023392e-07
Baseline,58,4,0.4634146341463415,3.4549367520738685e-07
Tf,58,4,0.3902439024390244,8.345700333429495e-08
Dl,58,4,0.225,3.521543598730579e-09
Null,58,4,0.058823529411764705,3.175900697340418e-10
XSqrA_M,58,5,0.6046511627906976,7.1178865539227356e-06
BM25,58,5,0.5121951219512195,8.8348256023392e-07
Baseline,58,5,0.6097560975609756,5.630843456507827e-06
Tf,58,5,0.36585365853658536,5.1831213598398384e-08
Dl,58,5,0.17073170731707318,1.1044620578073076e-09
Null,58,5,0.058823529411764705,3.175900697340418e-10
XSqrA_M,58,6,0.6190476190476191,8.073767420438102e-06
BM25,58,6,0.5365853658536586,1.4086855631251127e-06
Baseline,58,6,0.5,6.254906378427351e-07
Tf,58,6,0.425,1.551724365260154e-07
Dl,58,6,0.1794871794871795,1.6197673336979467e-09
Null,58,6,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,58,7,0.6046511627906976,7.1178865539227356e-06
BM25,58,7,0.5121951219512195,8.8348256023392e-07
Baseline,58,7,0.4634146341463415,3.4549367520738685e-07
Tf,58,7,0.36585365853658536,5.1831213598398384e-08
Dl,58,7,0.2,2.1824468624358617e-09
Null,58,7,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,58,8,0.5813953488372093,4.422710914565096e-06
BM25,58,8,0.4878048780487805,5.529879918098313e-07
Baseline,58,8,0.3902439024390244,8.345700333429495e-08
Tf,58,8,0.2926829268292683,1.2328824811760408e-08
Dl,58,8,0.175,1.351292032809416e-09
Null,58,8,0.0,1.2718350764632539e-10
